id,count
1257,171.33
1261,115.06
1262,358.11
1265,139.79
1273,182.03
1277,268.58
1278,115.39
1280,110.67
1284,238.74
1285,335.95
1288,35.44
1295,121.23
1297,362.43
1299,256.42
1304,151.4
1308,41.6
1310,95.41
1311,115.18
1314,88.85
1315,113.89
1318,34.1
1320,329.53
1321,302.84
1322,234.67
1330,124.99
1333,166.95
1334,232.87
1341,141.84
1344,137.33
1351,221.5
1354,99.3
1356,64.8
1363,122.55
1365,202.92
1369,127.76
1373,115.49
1375,112.0
1377,82.81
1379,127.02
1380,281.34
1381,99.68
1384,175.97
1390,208.41
1393,240.07
1395,62.5
1399,331.0
1400,91.97
1401,161.48
1404,166.43
1408,12.78
1409,26.16
1413,223.86
1416,289.43
1418,100.41
1423,97.01
1424,27.29
1425,15.08
1433,253.61
1434,145.7
1436,333.35
1442,256.55
1444,82.84
1445,118.77
1452,246.86
1455,167.24
1462,74.42
1467,84.78
1472,43.79
1475,184.02
1493,110.14
1501,231.49
1503,306.62
1504,218.77
1505,14.79
1511,215.69
1512,67.67
1513,84.1
1514,37.61
1528,244.31
1533,256.69
1534,28.88
1536,155.96
1537,75.82
1539,227.81
1550,223.61
1552,210.22
1554,198.84
1555,375.67
1556,96.56
1559,32.33
1563,233.46
1566,153.75
1567,165.25
1568,27.01
1571,233.58
1572,17.54
1574,64.23
1577,18.79
1583,74.29
1585,30.63
1586,193.25
1587,189.71
1596,148.86
1602,33.58
1604,87.35
1605,34.65
1610,318.96
1611,98.03
1616,30.14
1617,102.96
1618,16.61
1622,43.56
1623,36.49
1628,312.46
1631,17.75
1632,180.1
1633,244.4
1634,323.75
1636,213.46
1637,103.0
1643,124.12
1644,104.73
1646,94.13
1648,211.75
1651,35.54
1656,19.06
1658,149.11
1659,15.56
1665,179.42
1666,144.79
1670,40.79
1674,156.29
1679,202.64
1680,221.43
1683,335.15
1686,26.7
1691,100.96
1693,37.84
1696,39.08
1697,102.96
1703,104.55
1706,28.23
1709,178.18
1710,85.84
1712,205.11
1713,127.96
1718,355.54
1719,165.46
1722,284.53
1723,136.19
1724,291.36
1728,70.48
1730,31.68
1732,28.91
1737,39.72
1745,87.24
1747,14.33
1748,12.21
1755,105.0
1759,17.38
1761,277.59
1764,231.02
1765,152.71
1766,91.81
1768,107.01
1770,29.59
1771,146.78
1774,93.17
1785,128.73
1788,194.38
1792,14.18
1794,230.85
1797,121.19
1798,12.54
1799,280.47
1802,104.54
1806,36.99
1808,81.85
1810,247.93
1818,121.56
1819,392.45
1820,285.29
1822,224.33
1826,221.11
1827,172.62
1835,18.06
1841,121.24
1842,136.5
1843,16.12
1846,43.18
1849,100.11
1850,211.01
1851,197.85
1857,64.84
1858,180.16
1860,95.19
1861,248.22
1864,114.51
1869,331.63
1871,74.39
1872,29.27
1875,18.05
1878,246.11
1879,245.9
1885,92.91
1888,110.23
1889,29.68
1890,95.33
1896,140.08
1897,177.62
1898,115.71
1900,106.8
1905,38.44
1908,113.31
1909,102.02
1913,76.56
1918,111.37
1922,323.97
1923,125.81
1925,274.23
1926,139.29
1927,317.61
1930,191.97
1935,79.37
1939,120.48
1942,94.94
1943,113.22
1948,242.2
1949,266.35
1951,105.66
1953,122.13
1959,125.27
1963,16.99
1967,134.92
1973,270.17
1975,27.14
1976,89.85
1990,121.35
1993,116.87
1997,184.63
1999,122.71
2001,304.53
2004,89.94
2010,104.56
2013,136.77
2017,304.09
2021,123.11
2023,149.9
2026,136.88
2037,30.33
2039,202.78
2041,17.94
2046,31.23
2050,17.8
2060,237.35
2067,102.58
2069,156.04
2072,263.61
2074,144.91
2079,126.49
2083,26.07
2085,197.53
2087,18.16
2093,137.92
2094,30.31
2097,35.61
2103,98.07
2104,64.34
2107,203.54
2108,18.01
2110,105.33
2115,173.34
2117,31.35
2125,328.78
2127,275.59
2133,15.27
2134,390.68
2135,118.22
2141,262.71
2143,33.79
2145,84.96
2146,28.01
2147,283.15
2148,67.57
2149,77.85
2165,122.88
2166,162.69
2177,203.28
