id,count
549,46.6
563,34.41
564,129.76
567,127.52
572,107.2
577,123.68
578,269.28
585,354.16
588,138.17
589,115.23
590,105.95
592,17.02
594,226.04
596,13.98
598,359.18
599,148.86
605,38.58
606,130.25
607,244.2
608,228.04
609,68.79
610,278.92
611,178.85
614,125.03
615,219.09
616,252.51
617,126.0
618,243.23
624,119.44
629,134.59
631,90.84
633,93.15
637,25.36
638,101.57
643,78.48
644,127.46
645,34.42
646,209.2
648,180.79
650,38.1
651,206.82
652,246.2
656,106.55
657,19.65
659,67.75
660,205.6
662,99.88
665,380.25
675,314.58
681,164.75
682,208.62
685,19.62
686,210.21
689,25.08
696,134.84
703,147.22
704,93.59
705,103.99
714,238.94
717,107.34
718,15.29
720,88.49
721,247.99
723,240.84
726,191.13
728,138.63
730,191.27
731,27.62
734,340.64
737,72.92
738,17.29
745,198.36
746,27.26
749,223.15
752,26.0
753,182.08
758,252.34
765,15.88
766,227.61
768,84.45
769,179.91
774,126.94
775,109.45
781,60.55
784,334.69
794,19.69
795,267.43
796,84.0
802,176.59
803,212.26
805,35.65
806,282.45
807,100.57
809,14.69
810,169.14
812,205.56
814,119.1
818,251.53
819,123.91
825,81.34
836,113.89
839,112.61
847,252.92
848,185.65
851,112.66
852,132.36
853,35.56
857,135.73
858,45.03
859,219.72
861,26.35
867,97.99
870,208.81
871,206.93
872,232.7
874,364.27
881,214.1
886,131.47
890,62.95
895,165.61
899,90.76
900,262.24
901,240.46
902,263.37
903,39.69
913,252.07
918,180.39
923,106.02
924,38.11
926,24.39
927,18.36
930,224.23
934,34.11
937,117.39
939,136.95
941,96.34
942,375.47
946,281.08
950,95.15
953,84.16
959,95.68
961,28.98
962,101.8
964,86.99
969,187.26
971,152.44
976,38.63
978,250.27
980,238.28
981,141.34
990,374.17
993,18.89
996,20.69
998,322.37
999,191.46
1006,122.38
1008,15.21
1013,35.07
1015,95.32
1016,116.62
1022,310.8
1026,226.18
1028,236.06
1031,59.84
1034,59.74
1037,222.24
1040,67.57
1042,19.93
1046,20.1
1048,94.11
1049,110.04
1050,70.5
1051,204.98
1052,241.86
1055,191.62
1060,155.42
1064,31.14
1066,81.85
1071,97.89
1073,13.41
1089,206.79
1091,96.89
1092,72.34
1093,228.98
1096,321.0
1097,224.95
1098,18.05
1099,41.84
1102,182.97
1107,112.29
1109,40.08
1111,133.13
1112,116.94
1114,301.97
1116,293.35
1117,121.05
1118,70.47
1122,128.58
1124,162.15
1127,123.47
1133,227.84
1134,39.76
1135,122.56
1139,299.96
1143,60.95
1150,125.07
1151,115.9
1153,257.76
1155,30.17
1162,29.56
1163,191.49
1166,23.38
1171,85.89
1172,15.55
1173,257.66
1174,81.71
1177,117.53
1178,152.81
1184,181.99
1185,110.48
1186,122.4
1187,159.42
1188,283.85
1191,135.33
1207,119.23
1213,47.34
1215,127.09
1223,176.48
1227,120.08
1236,64.29
1237,58.2
1238,18.45
1241,30.13
1248,15.73
1250,36.09
1251,164.09
1253,120.85
1255,96.66
1257,168.15
1261,113.09
1262,352.01
1265,125.8
1273,167.01
1277,263.05
1278,108.91
1280,119.79
1284,237.54
1285,329.01
1288,34.78
1295,116.71
1297,364.41
1299,253.79
1304,152.41
1308,42.53
1310,91.32
1311,112.77
1314,104.6
1315,110.92
1318,33.22
1320,319.09
1321,299.69
1322,233.64
1330,113.27
1333,160.84
1334,251.38
1341,145.38
1344,134.12
1351,236.14
1354,102.32
1356,62.61
1363,119.95
1365,209.16
1369,125.78
1373,114.4
1375,113.14
1377,89.65
1379,137.31
1380,282.89
1381,98.86
1384,165.12
1390,202.41
1393,246.96
1395,62.15
1399,326.6
1400,85.72
1401,161.53
1404,168.86
1408,12.95
1409,29.24
1413,237.03
1416,291.05
1418,96.96
1423,107.25
1424,26.89
1425,15.08
1433,271.51
1434,140.41
1436,337.62
1442,248.61
1444,84.93
1445,110.97
1452,246.58
1455,167.43
1462,72.36
1467,82.15
1472,46.78
1475,189.67
1493,107.7
1501,223.7
1503,299.34
1504,200.14
1505,14.22
1511,227.98
1512,60.3
1513,81.75
1514,40.05
1528,249.41
1533,238.56
1534,30.01
1536,150.45
1537,71.18
1539,243.3
1550,222.07
1552,215.61
1554,196.24
1555,368.19
1556,99.93
1559,35.36
1563,258.12
1566,148.69
1567,147.37
1568,29.82
1571,227.67
1572,17.28
1574,57.07
1577,18.39
1583,73.43
1585,29.77
1586,189.66
1587,187.06
1596,148.01
1602,35.43
1604,84.63
1605,34.61
1610,303.91
1611,93.0
1616,36.06
1617,95.35
1618,16.73
1622,43.42
1623,31.66
1628,304.28
1631,17.27
1632,183.27
1633,244.53
1634,312.04
1636,218.17
1637,103.73
1643,122.39
1644,102.52
1646,107.0
1648,216.75
1651,32.07
1656,18.38
1658,144.2
1659,16.85
1665,181.78
1666,138.6
1670,39.13
1674,154.11
1679,210.26
1680,223.95
1683,339.61
1686,27.55
1691,97.33
1693,35.4
1696,40.79
1697,95.57
1703,102.23
1706,27.05
1709,164.79
1710,88.9
1712,220.91
1713,125.42
1718,346.32
1719,169.64
1722,278.5
1723,134.57
1724,267.45
1728,61.96
1730,35.87
1732,28.02
1737,41.03
1745,85.27
1747,14.34
1748,11.74
1755,101.35
1759,17.23
1761,278.7
1764,236.23
1765,158.7
1766,88.07
1768,102.61
1770,29.9
1771,140.65
1774,98.08
1785,124.96
1788,194.68
1792,15.52
1794,223.8
1797,116.13
1798,13.46
1799,269.54
1802,101.11
1806,36.43
1808,84.12
1810,241.44
1818,101.05
1819,376.51
1820,286.02
1822,222.94
1826,226.99
1827,182.59
1835,17.54
1841,113.99
1842,145.98
1843,16.56
1846,45.7
1849,90.6
1850,208.64
1851,196.03
1857,62.78
1858,169.68
1860,94.36
1861,253.61
1864,122.19
1869,330.65
1871,71.89
1872,32.56
1875,16.03
1878,231.97
1879,235.84
1885,93.69
1888,108.33
1889,31.92
1890,92.81
1896,131.77
1897,164.57
1898,107.75
1900,104.52
1905,37.53
1908,123.16
1909,98.02
1913,73.31
1918,114.06
1922,321.79
1923,131.06
1925,257.16
1926,124.31
1927,305.38
1930,200.68
1935,76.76
1939,116.19
1942,92.03
1943,104.37
1948,236.03
1949,249.49
1951,108.75
1953,115.83
1959,119.17
1963,18.11
1967,135.3
1973,272.2
1975,29.04
1976,90.44
1990,116.26
1993,118.31
1997,195.96
1999,123.82
2001,298.99
2004,85.23
2010,96.33
2013,132.2
2017,299.93
2021,119.48
2023,159.48
2026,134.16
2037,34.83
2039,189.0
2041,17.81
2046,31.65
2050,17.17
2060,238.44
2067,97.48
2069,143.27
2072,252.39
2074,133.08
2079,120.1
2083,26.31
2085,191.28
2087,15.93
2093,134.67
2094,29.24
2097,37.83
2103,95.02
2104,61.97
2107,199.57
2108,19.79
2110,97.38
2115,194.17
2117,34.22
2125,322.48
2127,267.24
2133,14.34
2134,376.14
2135,113.33
2141,264.21
2143,32.6
2145,87.12
2146,29.86
2147,282.63
2148,64.57
2149,70.57
2165,120.12
2166,157.54
2177,206.61
