PassengerId,Survived
1203,0.61
1204,0.011000000000000001
1205,0.19258333333333333
1206,1.0
1207,0.92
1208,0.47
1209,0.37892857142857145
1210,0.21
1211,0.03
1212,0.09583333333333334
1213,0.06450505050505051
1214,0.0
1215,0.8716666666666667
1216,1.0
1217,0.01
1218,1.0
1219,0.1
1220,0.126
1221,0.0
1222,0.96
1223,0.425
1224,0.0
1225,0.6083333333333333
1226,0.15
1227,0.085
1228,0.6095238095238095
1229,0.11730158730158731
1230,0.15
1231,0.04258730158730159
1232,0.22821428571428573
1233,0.175
1234,0.16273809523809527
1235,0.99
1236,0.06
1237,0.75
1238,0.0
1239,0.28
1240,0.0
1241,0.94
1242,1.0
1243,0.01
1244,0.04
1245,0.17666666666666667
1246,0.75
1247,0.34
1248,0.99
1249,0.01
1250,0.13467446090201507
1251,0.91
1252,0.07
1253,1.0
1254,0.94
1255,0.68
1256,0.96
1257,0.32
1258,0.05
1259,0.22
1260,1.0
1261,0.74
1262,0.013333333333333332
1263,1.0
1264,0.21
1265,0.3416309523809523
1266,1.0
1267,1.0
1268,0.12
1269,0.003333333333333333
1270,0.09
1271,0.21
1272,0.13467446090201507
1273,0.012222222222222221
1274,0.55
1275,0.41
1276,0.01
1277,1.0
1278,0.1175
1279,0.023333333333333334
1280,0.07945221445221444
1281,0.12
1282,0.28
1283,0.95
1284,0.27
1285,0.05
1286,0.09
1287,1.0
1288,0.17
1289,1.0
1290,0.07416666666666667
1291,0.03
1292,0.98
1293,0.0
1294,1.0
1295,0.36
1296,0.29
1297,0.67
1298,0.0275
1299,0.21
1300,0.47600000000000003
1301,0.69
1302,0.366401431901432
1303,1.0
1304,0.32861111111111113
1305,0.01
1306,1.0
1307,0.005
1308,0.01
1309,0.34
