id,count
1925,252.0
1926,102.0
1927,252.0
1930,199.0
1935,82.0
1939,79.0
1942,83.0
1943,1.0
1948,324.0
1949,252.0
1951,100.0
1953,108.0
1959,92.0
1963,27.0
1967,126.0
1973,252.0
1975,27.0
1976,71.0
1990,111.0
1993,79.0
1997,236.0
1999,119.0
2001,293.0
2004,90.0
2010,90.0
2013,189.0
2017,324.0
2021,109.0
2023,236.0
2026,97.0
2037,37.0
2039,236.0
2041,14.0
2046,19.0
2050,14.0
2060,127.0
2067,100.0
2069,97.0
2072,252.0
2074,229.0
2079,116.0
2083,27.0
2085,241.0
2087,11.0
2093,97.0
2094,46.0
2097,53.0
2103,95.0
2104,39.0
2107,218.0
2108,35.0
2110,43.0
2115,127.0
2117,37.0
2125,280.0
2127,248.0
2133,13.0
2134,425.0
2135,114.0
2141,213.0
2143,34.0
2145,80.0
2146,24.0
2147,304.0
2148,29.0
2149,49.0
2165,135.0
2166,213.0
2177,236.0
